epoch,acc,loss
0,0.2000022531491224,0.10575923057682311
1,0.32978398393622427,0.03970797729966619
2,0.3690153452313,0.030217149868741165
3,0.42873397926578605,0.02385625583641732
4,0.554474384902304,0.01899424301117926
5,0.6162030702214605,0.015662817223490354
6,0.6382043207707426,0.013422536137492934
7,0.6471798477151469,0.011759643412859183
8,0.6606470426101856,0.010388970091905562
9,0.6756369312782459,0.009148791728065153
10,0.6684818334643616,0.0081547883660804
11,0.6809461731547197,0.007330707809365785
12,0.6932064998844814,0.006622466974110747
13,0.7070501270315572,0.006067729543794297
14,0.708269097826406,0.005614160526243159
15,0.705416058424877,0.005230390877283341
16,0.712298612530456,0.0049185403305285445
17,0.7146413473270399,0.004645768045593938
18,0.7234762329157158,0.004398893753709814
19,0.7450241530957243,0.0041938452146145526
20,0.7553598995165974,0.004024778542447117
21,0.7597868586334947,0.003879098051265216
22,0.760133333804896,0.0037375866840572637
23,0.7645759391143183,0.003600813823672755
24,0.7686020020946793,0.0034718005285251704
25,0.7785691394399634,0.0033615088958978117
26,0.7862207706199099,0.0032663186089106474
27,0.7901787481500429,0.003179205734608486
28,0.7954505223329826,0.0030993173544132256
29,0.7920150529643345,0.003025263550611956
30,0.7939387888651792,0.00295648931655114
31,0.7913936145102497,0.0028922613693459684
32,0.7920459891114,0.0028332960683301158
33,0.7977093748447607,0.0027774944285457043
34,0.7980157551209488,0.002724774030868315
35,0.7992046004453582,0.0026737390390927213
36,0.8001902843804637,0.0026237293902467186
37,0.7976612616012984,0.0025715631069490193
38,0.796326705425844,0.002523291175621207
39,0.7967105075917437,0.002480086819540225
40,0.7972831403193452,0.0024402905453931993
41,0.7990542367434822,0.002403359640715435
42,0.8020754274766007,0.0023692270855715856
43,0.8044405280207305,0.002336973150891373
44,0.8030941875526189,0.002304745509786189
45,0.8084079703942543,0.0022735994569163752
46,0.8067395248755211,0.0022458000824841016
47,0.8127141892108147,0.002220567030155605
48,0.8165873152792721,0.0021957511537512055
49,0.8158364376145093,0.002172809470687145
50,0.8181158913625195,0.0021506324108698377
51,0.8162939453873399,0.0021301569284520407
52,0.8174987953874563,0.0021100324637051923
53,0.816760682792407,0.0020909492624923585
54,0.8192651569576007,0.0020731072219280786
55,0.822075335166914,0.0020559937476009264
56,0.824360101533043,0.0020398910190793165
57,0.8252860577117167,0.002023688442545688
58,0.8235720949857225,0.0020075619050548017
59,0.8250004292068994,0.0019924661646818433
60,0.8279523322935062,0.0019777137347634865
61,0.8288901485135203,0.0019636443193851564
62,0.825482303839628,0.0019499052125927178
63,0.8247253257597509,0.0019367882894193377
64,0.826967339718823,0.0019229842942926382
65,0.8279105235642916,0.0019102628372041634
66,0.8276060035410483,0.0018979346479869744
67,0.8265651824763003,0.0018858798888131908
68,0.8277147284537687,0.0018736783083060531
69,0.828556966621245,0.0018624515228825432
70,0.8291720801404774,0.001851045936158119
71,0.826321677723273,0.0018397950122525473
72,0.8242670305641243,0.001828813656533947
73,0.8248813662828351,0.001818409482760547
74,0.8266413311252679,0.0018076515248078736
75,0.8269206948879054,0.001797417612671184
76,0.8278433082884202,0.001787796617598344
77,0.832738020281086,0.0017779865592400723
78,0.8326726638682754,0.0017685191755938958
79,0.8299987663068045,0.0017588664331753224
80,0.8324173142022616,0.0017498988484871895
81,0.8342071605904755,0.0017408298330607035
82,0.8327004995581281,0.0017320366982462494
83,0.8315769949836047,0.001723113082320066
84,0.8354688302283865,0.0017149285933278468
85,0.8369123982741694,0.001706415690761477
86,0.836840737988596,0.00169828807289875
87,0.8369754646391078,0.001690778774814889
88,0.8357162114216073,0.0016828924208679007
89,0.836894129904931,0.0016752248363686316
90,0.8375589861463538,0.0016679076610483863
91,0.8351139389345998,0.0016607949622977742
92,0.8387987281174938,0.0016534877364678233
93,0.8385951272040739,0.0016466118886047816
94,0.8390263916665663,0.0016397270667387566
95,0.8393539241611155,0.001633478242031094
96,0.8408259604009277,0.0016265527361945453
97,0.8423234001938003,0.001620034316571371
98,0.8434212940690763,0.0016138049502410162
99,0.8459418903017258,0.001607408455255621
100,0.8453769520259224,0.0016020106920145553
101,0.8471651302859388,0.0015955296165472723
102,0.8453761355759317,0.001589938073477503
103,0.8456258060151686,0.00158450739529201
104,0.848514609593447,0.001578500086228643
105,0.8469538415493987,0.0015731706015657083
106,0.847828109809636,0.0015680861626981419
107,0.8466098686504792,0.001562621552004341
108,0.8453933812577629,0.0015575766356686973
109,0.8434137834027209,0.0015521923685655199
110,0.8442680497340558,0.0015474420129592977
